start,end,relation,description,source
"""图模型""","""图同构""","""条件""","""图同构是描述两个图模型在结构上相同的关系，需要图模型作为基础。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""图同构""","""双射关系""","""定义""","""图同构的定义中包含双射关系，即两个图模型的结点之间存在一种双射关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""图同构""","""同构映射""","""组成""","""同构映射是图同构关系的一部分，用于具体描述两个图模型之间的映射关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""图同构""","""不变量""","""条件""","""判定图同构时，不变量是必要条件，用于初步判断两个图是否可能同构。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""不变量""","""结点数""","""分类""","""结点数是不变量的一个具体实例，用于判定图同构的一个条件。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""不变量""","""边数""","""分类""","""边数是不变量的一个具体实例，用于判定图同构的一个条件。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""不变量""","""度数""","""分类""","""度数是不变量的一个具体实例，用于判定图同构的一个条件。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.3 图同构及其判定""]"
"""通路""","""回路""","""分类""","""回路是通路的一种特殊类型，即起点等于终点的通路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""简单通路""","""简单回路""","""分类""","""简单回路是简单通路的一种特殊类型，即所有边各异且起点等于终点的通路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""基本通路""","""基本回路""","""分类""","""基本回路是基本通路的一种特殊类型，即除起点和终点外所有结点各异且起点等于终点的通路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""复杂通路""","""复杂回路""","""分类""","""复杂回路是复杂通路的一种特殊类型，即有边重复出现且起点等于终点的通路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""基本通路""","""简单通路""","""推导""","""基本通路必定是简单通路，因为基本通路中所有边各异。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""基本回路""","""简单回路""","""推导""","""基本回路必定是简单回路，因为基本回路中所有边各异。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""邻接矩阵""","""通路数目""","""推导""","""通过邻接矩阵的方幂运算可以推导出任意两个结点之间的通路数目。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""邻接矩阵""","""回路数目""","""推导""","""通过邻接矩阵的方幂运算可以推导出结点自身的回路数目。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""定理8.2""","""通路数目""","""引用""","""定理8.2提供了通过邻接矩阵计算通路数目的方法。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""定理8.2""","""回路数目""","""引用""","""定理8.2提供了通过邻接矩阵计算回路数目的方法。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""图模型结构""","""通路""","""组成""","""通路是图模型结构中结点与边之间的一种关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""图模型结构""","""回路""","""组成""","""回路是图模型结构中结点与边之间的一种特殊关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.1 通路的概念与计数""]"
"""图的基本理论""","""图的运算与结构""","""组成""","""图的运算与结构是图的基本理论的重要组成部分，研究图的各种运算和结构性质。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""图的基本理论""","""可达性""","""组成""","""可达性是图的基本理论中的一个重要概念，研究图中结点之间的连通性。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""可达性""","""短程线""","""因果""","""如果图中两个结点之间可达，则存在一条最短的通路，即短程线。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""可达性""","""距离""","""因果""","""如果图中两个结点之间可达，则可以定义它们之间的距离。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""可达性""","""连通性关系""","""等价""","""可达性本质上刻画了图中结点之间的连通性关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""基本通路""","""基本回路""","""对比""","""基本通路和基本回路都是图中的基本路径，但前者不包含重复结点，后者包含。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""邻接矩阵""","""可达性矩阵""","""推导""","""通过邻接矩阵的布尔幂运算可以推导出可达性矩阵。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""可达性矩阵""","""传递闭包""","""等价""","""可达性矩阵实际上是图邻接关系的传递闭包关系矩阵。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""邻接矩阵""","""布尔幂运算""","""引用""","""邻接矩阵的布尔幂运算用于计算可达性矩阵。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.2 可达性及其判定""]"
"""图的可达性""","""无向图的连通性""","""推导""","""图的可达性概念是无向图连通性概念的基础，通过可达性可以推导出连通性。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""无向图的连通性""","""连通图""","""分类""","""连通图是无向图连通性的一种特定情况，即所有结点之间都是连通的。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""无向图的连通性""","""非连通图""","""分类""","""非连通图是无向图连通性的一种特定情况，即存在至少一对结点不连通。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""无向图的连通性""","""连通分支""","""推导""","""通过无向图的连通性可以推导出连通分支的概念，即图中连通的子图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""连通分支""","""点割集""","""因果""","""点割集的存在会导致图分解为多个连通分支。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""点割集""","""割点""","""分类""","""割点是点割集中只包含一个结点的情况。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""连通分支""","""边割集""","""因果""","""边割集的存在会导致图分解为多个连通分支。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""边割集""","""割边""","""分类""","""割边是边割集中只包含一条边的情况。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""完全图""","""点割集""","""对比""","""完全图没有点割集，因为删除任意数量的顶点后仍保持连通。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""零图""","""点割集""","""对比""","""零图既没有点割集也没有边割集，因为本身没有边。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""连通图""","""点连通度""","""定义""","""点连通度是衡量连通图对点割集的抵抗能力的指标。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""连通图""","""边连通度""","""定义""","""边连通度是衡量连通图对边割集的抵抗能力的指标。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""点连通度""","""边连通度""","""对比""","""点连通度和边连通度是衡量图连通性的不同指标，存在不等式关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""定理8.7""","""连通分支""","""推导""","""定理8.7证明了连通关系是等价关系，从而推导出连通分支的概念。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""定理8.8""","""点连通度""","""推导""","""定理8.8给出了点连通度、边连通度和结点最小度之间的关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.3  无向图的连通性""]"
"""有向图""","""连通性""","""属性""","""连通性是有向图的一个重要属性，描述结点之间的可达性关系。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""有向图""","""强连通图""","""分类""","""强连通图是有向图的一种类型，其中任意两个结点相互可达。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""有向图""","""单向连通图""","""分类""","""单向连通图是有向图的一种类型，其中任意两个结点至少有一个可达另一个。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""有向图""","""弱连通图""","""分类""","""弱连通图是有向图的一种类型，其对应的无向图是连通的。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""连通性定理""","""强连通图""","""条件""","""连通性定理指出，有向图是强连通图的充要条件是存在一条经过所有结点的回路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""连通性定理""","""单向连通图""","""条件""","""连通性定理指出，有向图是单向连通图的充要条件是存在一条经过所有结点的通路。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""强连通分支""","""强连通图""","""组成""","""强连通分支是强连通图的子图，且是最大的强连通子图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""单向连通分支""","""单向连通图""","""组成""","""单向连通分支是单向连通图的子图，且是最大的单向连通子图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""弱连通分支""","""弱连通图""","""组成""","""弱连通分支是弱连通图的子图，且是最大的弱连通子图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""强分图""","""等价关系""","""推导""","""强分图是基于强连通关系的等价类，满足自反性、对称性和传递性。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""单分图""","""相容关系""","""推导""","""单分图是基于单向连通关系的相容类，满足自反性和对称性。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""弱分图""","""连通分支""","""等价""","""弱分图是有向图导出无向图中的连通分支。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""强分图""","""单分图""","""包含""","""强分图是单分图的一种特殊情况，但为了强调差异，一般不将强分图称为单分图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""单分图""","""弱分图""","""包含""","""单分图是弱分图的一种特殊情况，但为了强调差异，一般不将单分图称为弱分图。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.3.4 有向图的连通性""]"
"""图的遍历""","""深度优先搜索""","""分类""","""深度优先搜索是图的遍历的一种基本类型。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""图的遍历""","""广度优先搜索""","""分类""","""广度优先搜索是图的遍历的一种基本类型。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索""","""连通图""","""应用""","""深度优先搜索算法可以应用于连通图的遍历。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索""","""深度优先搜索序列""","""生成""","""深度优先搜索过程中按结点访问次序形成的序列称为深度优先搜索序列。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索""","""深度优先生成树""","""生成""","""对于连通图，深度优先搜索生成的结点和边构成深度优先生成树。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索""","""深度优先生成森林""","""生成""","""对于非连通图，深度优先搜索生成的结点和边构成深度优先生成森林。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索序列""","""深度优先生成树""","""关联""","""深度优先搜索序列对应的结点和边构成深度优先生成树。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""深度优先搜索序列""","""深度优先生成森林""","""关联""","""深度优先搜索序列对应的结点和边构成深度优先生成森林。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.1  深度优先搜索""]"
"""广度优先搜索""","""连通图""","""应用""","""广度优先搜索算法应用于连通图中的顶点遍历。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索""","""邻接点""","""处理""","""广度优先搜索过程中依次遍历每个顶点的邻接点。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索""","""广度优先搜索序列""","""生成""","""广度优先搜索过程中按访问顺序生成的序列称为广度优先搜索序列。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索""","""广度优先生成树""","""生成""","""对于连通图，广度优先搜索生成的结点次序及边构成广度优先生成树。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索""","""广度优先生成森林""","""生成""","""对于非连通图，广度优先搜索生成的结点次序及边构成广度优先生成森林。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""连通图""","""广度优先生成树""","""结果""","""连通图通过广度优先搜索生成的结果是广度优先生成树。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""非连通图""","""广度优先生成森林""","""结果""","""非连通图通过广度优先搜索生成的结果是广度优先生成森林。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索序列""","""广度优先生成树""","""组成""","""广度优先搜索序列是构成广度优先生成树的基础。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""广度优先搜索序列""","""广度优先生成森林""","""组成""","""广度优先搜索序列是构成广度优先生成森林的基础。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.2  广度优先搜索""]"
"""最短路径""","""迪杰斯特拉算法""","""应用""","""迪杰斯特拉算法用于计算图中的最短路径。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""集合A""","""集合B""","""互补""","""集合A和集合B互补，集合A包含已找到最短路径的结点，集合B包含剩余结点。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""源点""","""集合A""","""初始包含""","""源点是集合A的初始元素。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""中介点""","""路径长度""","""更新""","""中介点用于更新源点到其他结点的路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""永久性标注""","""临时值""","""转换""","""临时值在确认后转换为永久性标注。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""顶点""","""集合B""","""归属""","""顶点在未找到最短路径前属于集合B。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""迪杰斯特拉算法""","""集合A""","""操作""","""迪杰斯特拉算法通过操作集合A来逐步找到最短路径。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""迪杰斯特拉算法""","""集合B""","""操作""","""迪杰斯特拉算法通过操作集合B来逐步减少剩余结点。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""最短路径""","""顶点""","""连接""","""最短路径连接图中的两个顶点。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""永久性标注""","""顶点""","""标记""","""永久性标注标记顶点的最短路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""迪杰斯特拉算法""","""单源最短路径问题""","""解决""","""迪杰斯特拉算法专门用于解决单源最短路径问题，即求出单个源点到其他结点的最短路径。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""多源最短路径""","""解决""","""沃舍尔∙弗洛伊德算法用于解决多源最短路径问题，即求出图中任意一对结点之间的最短路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""中介结点""","""依赖""","""沃舍尔∙弗洛伊德算法通过逐次增加中介结点来优化和更新路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""路径长度""","""计算""","""沃舍尔∙弗洛伊德算法计算并更新图中每对结点之间的路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""路径记录""","""生成""","""沃舍尔∙弗洛伊德算法生成路径记录，用于追踪最短路径。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""初始化操作""","""步骤""","""沃舍尔∙弗洛伊德算法的第一步是进行初始化操作。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""沃舍尔∙弗洛伊德算法""","""矩阵更新""","""步骤""","""沃舍尔∙弗洛伊德算法的核心步骤之一是不断更新矩阵以优化路径长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""路径长度矩阵""","""路径记录矩阵""","""配合""","""路径长度矩阵和路径记录矩阵配合使用，共同确定最短路径及其长度。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""矩阵更新""","""路径长度矩阵""","""影响""","""矩阵更新直接影响路径长度矩阵的内容。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""矩阵更新""","""路径记录矩阵""","""影响""","""矩阵更新同时影响路径记录矩阵的内容。""","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""图模型""","""计算机网络路由问题""","""应用""","""图模型用于解决计算机网络路由问题，通过图的结构优化路由选择。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""图模型""","""最短路径问题""","""应用""","""图模型用于求解送快递的最短路径问题，通过图算法找到最优路径。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""图模型""","""链接模型问题""","""应用""","""图模型用于分析网站之间的链接模型问题，通过图的连接关系研究网络结构。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""图模型""","""关键路径问题""","""应用""","""图模型用于确定工程预算的关键路径问题，通过关键路径法优化项目进度。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""图模型""","""软件代码复杂度计算问题""","""应用""","""图模型用于计算软件代码的复杂度，通过图的结构分析代码的复杂程度。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""图模型""","""交通灯相位问题""","""应用""","""图模型被应用于解决交通灯相位问题，通过图的结构和算法优化交通流控制。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.1 交通灯相位问题""]"
"""交通灯相位问题""","""信号相位""","""定义""","""交通灯相位问题中，信号相位是指一组互不冲突的交通流同时获得通行权所对应的信号显示状态。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.1 交通灯相位问题""]"
"""信号相位""","""通行权""","""依赖""","""信号相位的设定依赖于对各个方向交通流通行权的分配。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.1 交通灯相位问题""]"
"""红绿灯信号控制方案""","""信号相位""","""组成""","""红绿灯信号控制方案由多个信号相位组成，每个相位对应不同的通行权分配。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.1 交通灯相位问题""]"
"""信号相位""","""红绿灯信号控制方案""","""影响""","""信号相位的数量和设计直接影响红绿灯信号控制方案的有效性和通行效率。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.1 交通灯相位问题""]"
"""图模型的应用""","""作业规划问题""","""分类""","""作业规划问题是图模型应用的一个具体实例。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""作业规划问题""","""关键路径问题""","""等价""","""作业规划问题实际上就是关键路径问题。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""关键路径问题""","""PERT图""","""引用""","""解决关键路径问题需要引用PERT图的相关概念。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""PERT图""","""关键路径""","""定义""","""PERT图中从源点到汇点的最长带权路径定义为关键路径。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""关键路径""","""关键作业""","""组成""","""关键路径由关键作业组成。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""关键作业""","""最早启动时间""","""条件""","""关键作业的确定需要计算最早启动时间。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""关键作业""","""最晚启动时间""","""条件""","""关键作业的确定需要计算最晚启动时间。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""最早启动时间""","""最晚启动时间""","""对比""","""最早启动时间和最晚启动时间是两个不同的时间计算指标。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""最晚启动时间""","""缓冲时间""","""推导""","""最晚启动时间和最早启动时间的差值推导出缓冲时间。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""缓冲时间""","""关键路径""","""条件""","""在关键路径上，各顶点的缓冲时间均为0。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""机器学习""","""深度学习""","""分类""","""深度学习是机器学习的一种类型，特别强调模型结构的深度和特征学习。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""机器学习""","""浅层学习""","""分类""","""浅层学习是机器学习的一种类型，与深度学习相对，结构较浅。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""非线性运算单元""","""组成""","""深度学习模型包含多个非线性运算单元，是其核心组成部分。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""隐含层""","""组成""","""深度学习模型包含多个隐含层，用于特征提取和变换。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""特征学习""","""强调""","""深度学习特别强调特征学习的重要性，通过逐层变换提取有用特征。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""自动编码器""","""堆叠自动编码器""","""分类""","""堆叠自动编码器是自动编码器的一种类型，用于构建深度结构。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""自动编码器""","""稀疏自动编码器""","""分类""","""稀疏自动编码器是自动编码器的一种类型，具有稀疏性特点。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""图像识别""","""应用""","""深度学习在图像识别领域得到广泛应用。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""语音识别""","""应用""","""深度学习在语音识别领域得到广泛应用。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""深度学习""","""自然语言理解""","""应用""","""深度学习在自然语言理解领域得到广泛应用。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""图模型""","""机器学习""","""应用""","""图模型在机器学习中有所应用，特别是在浅层学习和深度学习中。""","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.3 机器学习问题""]"
"""树模型""","""连通无向图""","""分类""","""树模型是连通无向图的一种特殊形式，具有边数最少的特性。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""无环无向图""","""分类""","""树模型是无环无向图的一种特殊形式，具有边数最多的特性。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""生成树""","""包含""","""生成树是树模型的一种，用于表示图中的最小连通子图。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""最小生成树""","""包含""","""最小生成树是生成树的一种，具有最小权重的特性。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""根树""","""包含""","""根树是树模型的一种，具有明确的根节点。""","[""第九章  树的基本理论与算法""]"
"""根树""","""递归遍历算法""","""应用""","""递归遍历算法用于遍历根树中的所有节点。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""森林与树的转换算法""","""应用""","""森林与树的转换算法用于在森林和树之间进行转换。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""最优树的构造与编码算法""","""应用""","""最优树的构造与编码算法用于构建和编码最优树。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""平衡树""","""包含""","""平衡树是树模型的一种，具有节点高度平衡的特性。""","[""第九章  树的基本理论与算法""]"
"""树模型""","""红黑树""","""包含""","""红黑树是树模型的一种，具有特定的颜色属性和平衡特性。""","[""第九章  树的基本理论与算法""]"
