type,name,level,attributes,source
"""定理""","""贝尔格定理""",2,"{""定义"": ""在二分图中，一个匹配M是最大匹配的充要条件是图中不存在M可增广道。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""概念""","""负元""",5,"{""定义"": ""元素x关于加法的逆元，记作-x。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""问题""","""货郎担问题""",3,"{""定义"": ""寻找遍历多个景点总路程最短的回路问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""概念""","""贪心思路""",5,"{""定义"": ""从问题的初始解出发，通过每一步构造局部最优解的方式逼近全局最优解的思路。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""算法""","""贪心算法""",3,"{""定义"": ""从初始解出发，逐步构造局部最优解，最终逼近全局最优解的算法。"", ""特点"": ""思维复杂度低，代码量小，运行效率高，空间复杂度低。"", ""局限性"": ""非完美性，缺少大局观思想，难以找到简单可行并具有完美性的贪心思路。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""性质""","""贪心算法的非完美性""",4,"{""定义"": ""贪心算法的局限性，即每一步的局部最优解不一定能逼近全局最优解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""概念""","""费用""",4,"{""定义"": ""求解出来的最大流对应的整个网络的费用。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""定理""","""费马小定理""",2,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.1 同余关系及其运算""], [""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]]"
"""概念""","""资源分配与匹配问题""",4,"{""定义"": ""在资源有限的情况下，如何分配资源以实现最优匹配。"", ""应用"": ""用于解决资源分配与匹配问题等。""}","[""第十章  特殊图模型与算法""]"
"""概念""","""赋权图""",3,"{""定义"": ""边的权重为非负实数的图，分为有向和无向赋权图。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""概念""","""起点""",4,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]]"
"""概念""","""距离""",4,"{""定义"": ""源点到根树各个结点的距离，用$L(\nu)$表示。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.3 关键道路问题""]"
"""概念""","""距离d(v1)""",4,"{""定义"": ""源点到顶点v1的最短路径长度""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""概念""","""距离d(vi)""",4,"{""定义"": ""顶点vk到顶点vi的最短路径长度""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""概念""","""距离d(vk)""",4,"{""定义"": ""顶点v1到顶点vk的最短路径长度""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""概念""","""路径""",4,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]]"
"""性质""","""路径增加黑色结点""",7,"{""定义"": ""在红黑树调整过程中，通过旋转和颜色变换使得从根到叶子的路径上增加相同数目的黑色结点。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""概念""","""路径规划问题""",4,"{""定义"": ""在图中寻找一条从源点到汇点的路径，使得路径上的边权重总和最小。"", ""应用"": ""用于解决旅游的路径规划问题等。""}","[""第十章  特殊图模型与算法""]"
"""概念""","""路径记录""",4,"{""定义"": ""记录路径中经过的结点序列。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径记录矩阵""",4,"{""定义"": ""记录图中任意一对结点之间路径序列的矩阵。"", ""用途"": ""用于重建最短路径序列。"", ""特性"": ""与路径长度矩阵结合使用。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径记录矩阵R""",5,"{""定义"": ""记录路径中经过的中间结点的矩阵。"", ""用途"": ""用于计算最短路径序列。"", ""特性"": ""与路径长度矩阵D一起使用。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""性质""","""路径长度""",4,"{""description"": null, ""relation"": null}","[[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""], [""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]]"
"""性质""","""路径长度比较""",6,"{""定义"": ""比较不同路径长度以确定最短路径。"", ""应用"": ""在迪杰斯特拉算法中用于更新顶点间的最短路径长度。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""概念""","""路径长度矩阵""",4,"{""定义"": ""记录图中任意一对结点之间路径长度的矩阵。"", ""用途"": ""用于计算最短路径长度。"", ""特性"": ""通过算法更新，反映路径长度变化。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D""",5,"{""定义"": ""沃舍尔∙弗洛伊德算法中用于计算最短路径长度的矩阵。"", ""用途"": ""存储每对结点之间的最短路径长度。"", ""特性"": ""通过迭代更新。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R""",5,"{""定义"": ""包含路径长度和路径记录的矩阵。"", ""用途"": ""用于计算图中的最短路径。"", ""特性"": ""通过沃舍尔∙弗洛伊德算法更新。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R求最短路径""",5,"{""定义"": ""使用路径长度矩阵D和路径记录矩阵R计算最短路径。"", ""用途"": ""在图论中实现。"", ""特性"": ""涉及路径长度更新和路径记录更新。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R计算最短路径序列""",6,"{""定义"": ""计算最短路径序列的方法。"", ""用途"": ""在沃舍尔∙弗洛伊德算法中用于计算任意结点之间的最短路径。"", ""步骤"": ""使用路径长度矩阵D和路径记录矩阵R。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R计算路径""",7,"{""定义"": ""计算路径的方法。"", ""用途"": ""在沃舍尔∙弗洛伊德算法中用于计算任意结点之间的最短路径。"", ""步骤"": ""通过路径长度矩阵D和路径记录矩阵R。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R计算路径序列""",6,"{""定义"": ""计算路径序列的方法。"", ""用途"": ""在沃舍尔∙弗洛伊德算法中用于计算任意结点之间的最短路径。"", ""步骤"": ""基于路径长度矩阵D和路径记录矩阵R。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R计算路径长度""",7,"{""定义"": ""计算路径长度的方法。"", ""用途"": ""在沃舍尔∙弗洛伊德算法中用于计算任意结点之间的最短路径长度。"", ""步骤"": ""使用路径长度矩阵D。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R计算路径长度和路径序列""",7,"{""定义"": ""用于计算图中任意一对结点之间最短路径长度的矩阵。"", ""用途"": ""沃舍尔∙弗洛伊德算法中更新路径长度和记录路径的矩阵。"", ""特性"": ""包含路径长度和路径记录信息。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""路径长度矩阵D和路径记录矩阵R追溯路径""",6,"{""定义"": ""通过矩阵追溯路径，用于计算最短路径。"", ""用途"": ""在沃舍尔∙弗洛伊德算法中用于计算最短路径。"", ""特性"": ""基于路径长度矩阵D和路径记录矩阵R。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""原理""","""转化为∃型前束型公式""",4,"{""定义"": ""将谓词公式转化为包含所有存在量词在前、全称量词在后的形式。"", ""应用"": ""谓词演算中的一种转换方法。""}","[""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]"
"""原理""","""转化为∃型前束范式""",4,"{""定义"": ""将∃型前束型公式转化为析取范式或合取范式。"", ""应用"": ""谓词演算中保持公式有效性的转换。""}","[""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]"
"""算法""","""转换""",6,"{""定义"": ""在红黑树中，通过改变结点颜色和指针结构来保持树的性质。"", ""用途"": ""用于在插入和删除操作后调整红黑树。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""应用问题""","""软件代码复杂度计算问题""",5,"{""定义"": ""计算软件代码复杂度的方法和技术。"", ""应用"": ""在软件工程中用于评估代码复杂度。"", ""作用"": ""帮助开发者理解代码的复杂性和维护难度。""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""概念""","""载体集合""",3,"{""description"": null, ""relation"": null}","[[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""], [""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识""]]"
"""性质""","""输入""",4,"{""定义"": ""算法的初始条件，确定运算对象。"", ""数量"": ""0个或多个。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""性质""","""输出""",4,"{""定义"": ""算法对输入数据加工后的结果。"", ""数量"": ""1个或多个。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""辖域""",4,"{""description"": null, ""relation"": null}","[[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""], [""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.1 等值型范式"", ""一、前束型公式""], [""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""], [""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]]"
"""算法""","""辗转相除法""",3,"{""定义"": ""一种求最大公因数的算法。"", ""应用"": ""基于带余除法的不变性。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解"", ""一、公因数与公倍数""]"
"""概念""","""边""",3,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.2 无向图的生成树""]]"
"""概念""","""边E""",4,"{""定义"": ""顶点之间的连接。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""概念""","""边ei+1""",7,"{""定义"": ""在边集合E中，第i+1条边。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""概念""","""边不交""",4,"{""定义"": ""两个图的边集合没有交集。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""]"
"""算法""","""边点修改运算""",5,"{""定义"": ""对图的边或点的修改操作""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算""]"
"""概念""","""边界""",4,"{""定义"": ""包围面的所有边构成的回路""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""概念""","""边界部分""",6,"{""定义"": ""确定集合在扩张过程中不能超过的界限。"", ""作用"": ""限制集合的扩张，给出集合的边界。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""3.归纳法""]"
"""概念""","""边着色""",3,"{""定义"": ""对无向图边进行着色，相邻边颜色不同。"", ""特点"": ""涉及图的边色数和可着色性。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""概念""","""边色数""",3,"{""定义"": ""对图边进行着色，相邻边颜色不同的着色方式。"", ""应用"": ""用于解决无向图的边着色问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""概念""","""边集合""",7,"{""定义"": ""图G中所有边的集合。"", ""特点"": ""在弗洛莱算法中，用于选择下一条边。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""概念""","""边集合E""",7,"{""定义"": ""图中所有边的集合。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""概念""","""边集合{e1, e2, e3, ..., ei}""",7,"{""定义"": ""图中除去前i条边后的边集合。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""概念""","""过程""",7,"{""定义"": ""弗洛莱算法的执行流程。"", ""用途"": ""描述算法如何找到欧拉回路或欧拉通路。"", ""特性"": ""包括随机去掉边、检查连通性等步骤。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""原理""","""运算""",2,"{""description"": null, ""relation"": null}","[[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""], [""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.3  同余的概念与性质""]]"
"""性质""","""运算性质""",3,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识""], [""第一章  集合与计数基础""], [""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念""], [""第一章  集合与计数基础""], [""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]]"
"""概念""","""运算联结词""",5,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""], [""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""]]"
"""概念""","""运算表""",3,"{""定义"": ""表示代数结构中运算的表格。"", ""用途"": ""展示代数结构中元素间运算的结果。""}","[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.1  同构与同态的概念""]"
"""应用领域""","""运输""",6,"{""应用"": ""网络流模型及算法在运输领域的应用。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""概念""","""近似最优解""",5,"{""定义"": ""通过贪心算法得到的，虽然不是整体最优解，但相对较优的解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""算法""","""近似算法""",4,"{""定义"": ""用于解决复杂问题的算法，提供接近最优解的解。"", ""应用"": ""用于解决货郎担问题等NP-hard问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""概念""","""连通图""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.2 无向图的生成树""]]"
"""性质""","""连通性""",4,"{""description"": null, ""relation"": null}","[[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.2 无向图的生成树""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]]"
"""定义""","""连通无回路的无向图""",3,"{""定义"": ""无环的连通无向图。"", ""性质"": ""无回路，连通。""}","[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.1  无向树的概念与性质""]"
"""算法""","""迪杰斯特拉算法""",3,"{""description"": null, ""relation"": null}","[[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]]"
"""概念""","""迭代""",5,"{""定义"": ""算法执行过程中的重复步骤，直到满足特定条件为止。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 稳定婚配问题""]"
"""算法""","""迭代求解法""",5,"{""定义"": ""求解简单递推关系式的基本解法。"", ""步骤"": ""迭代递推关系式右边的表达式，推测通项的显式表达式，并用数学归纳法证明。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""原理""","""迭代运算""",3,"{""定义"": ""函数通过不断自身复合产生新的函数关系。"", ""特点"": ""满足结合律，复合运算结果唯一确定。""}","[""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]"
"""概念""","""追溯中间结点""",6,"{""定义"": ""在路径记录矩阵R中追踪中间结点。"", ""用途"": ""用于重建最短路径。"", ""特性"": ""通过路径记录矩阵R实现。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""应用问题""","""送快递的最短路径问题""",5,"{""应用"": ""图模型应用之一，用于解决最短路径问题。""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用""]"
"""性质""","""逆元""",5,"{""description"": null, ""relation"": null}","[[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.2  同构与同态与性质""], [""第十二章 典型抽象代数结构""], [""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.2  同构与同态与性质""], [""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.1 群的基本概念""], [""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.2  同构与同态与性质""], [""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]]"
"""概念""","""逆时针方向""",7,"{""定义"": ""有向图的自环有方向，逆时针方向通常用负数表示。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]"
"""原理""","""逆运算""",3,"{""description"": null, ""relation"": null}","[[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识""], [""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]]"
"""概念""","""选优搜索法""",4,"{""定义"": ""按选优条件向前搜索的搜索法。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.3  回溯与动态规划"", ""一、回溯策略""]"
"""操作""","""选择操作""",4,"{""定义"": ""从表中选取满足特定条件的行。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""]"
"""原理""","""选择结构""",6,"{""定义"": ""算法中根据条件判断执行不同分支指令的结构。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""选排列""",4,"{""定义"": ""从重集中取出少于所有元素数的排列。""}","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""定理""","""选言三段论""",4,"{""定义"": ""前提中包含选言命题和否定其中一个选言肢，结论为肯定另一个选言肢。"", ""应用"": ""用于从选言命题中推导出结论。""}","[""第三章  命题演算与推理"", ""§ 3.5 命题逻辑的演绎推理"", ""3.5.1 永真蕴含关系与判定"", ""二、基本永真蕴含关系""]"
"""算法""","""递归""",2,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]]"
"""性质""","""递归中每次循环都必须使问题规模变小""",6,"{""定义"": ""递归算法要求每次循环使问题规模减小。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""概念""","""递归体""",4,"{""定义"": ""递归函数中用递归形式表示的部分，指向递归出口。""}","[""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]"
"""概念""","""递归出口""",4,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""], [""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]]"
"""概念""","""递归函数""",2,"{""定义"": ""函数值由自身之前函数值通过表达式确定。"", ""特点"": ""将复杂问题分解为简单子问题重复求解。""}","[""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]"
"""性质""","""递归操作中每相邻两步都是紧密关联的""",6,"{""定义"": ""递归操作中，每一步的输出是下一步的输入。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""原理""","""递归方法""",3,"{""定义"": ""通过递归函数解决复杂问题的方法。"", ""特点"": ""使程序简洁清晰，但需满足递归条件。""}","[""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]"
"""概念""","""递归策略""",3,"{""定义"": ""将问题转化为规模较小的子问题，然后递归解决子问题的算法思想。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""算法""","""递归算法""",5,"{""要求"": ""递归中每次循环问题规模变小，相邻两步紧密关联，具备结束递归的初始条件。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""概念""","""递归论""",3,"{""定义"": ""研究递归函数和计算过程的数学分支。""}","[""第三章  命题演算与推理""]"
"""算法""","""递归调整""",5,"{""定义"": ""通过递归方式调整红黑树，以恢复其性质。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""概念""","""递归运算""",2,"{""定义"": ""函数通过自身重复调用自身来解决问题的运算。"", ""特性"": ""将复杂问题分解为简单子问题，通过重复解决简单子问题得到复杂问题的解。"", ""条件"": ""函数存在递归结束条件和递归体。""}","[""第七章 函数与特殊函数"", ""§ 7.2 函数的基本运算"", ""7.2.3 函数的递归运算""]"
"""性质""","""递归返回到上一层的操作中，前一次的输出便是后一次的输入""",6,"{""定义"": ""递归返回时，前一步的输出作为下一步的输入。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""概念""","""递推公式""",3,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""], [""第七章 函数与特殊函数"", ""§ 7.4 有限集的置换函数"", ""7.5.2 宽带分配问题""]]"
"""概念""","""递推公式的初值""",4,"{""定义"": ""递推公式中确定的一个或多个初始项的值。"", ""作用"": ""使递推公式能够进行递推计算。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""概念""","""递推关系""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]]"
"""原理""","""递推关系分析""",6,{},"[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]"
"""原理""","""递推关系在数学分支中的应用""",3,"{""定义"": ""递推关系在几乎所有的数学分支中都有着十分重要的作用。"", ""应用"": ""在数学的各个分支中用于建立数列的递推公式。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
